CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Pattern,Group
SSD,[168451-602850],[173977-629952],[179706-658298],[185629-687868],[191781-718762],[198176-750865],[204752-784390],[216873-819267],[229783-855428],[243602-892549],[258530-930521],[274722-969272],[292169-991063],[309024-1009493],[323760-1028620],[337734-1048838],[350688-1070225],[362752-1092801],[374730-1116600],[387699-1141808],[400509-1168543],[412613-1196785],[425457-1226487],[449822-1302253],[483358-1391406],[508007-1485028],[534399-1583256],[562409-1686119],[591987-1793885],[623085-1906374],[655739-2024134],[689918-2147014],[725496-2275188],[762116-2363888],[799332-2454974],[844184-2548475],[893308-2644562],[936255-2741191],[990001-2840010],[1047805-3004378],[1104613-3188539],[1158887-3371765],[1212363-3496855],[1266773-3648521],[1325153-3864801],[1389458-4083681],[1460001-4305401],[1535659-4529042],[1616569-4753573],[1703206-4978007],[1795584-5201401],[1894134-5423052],[1998473-5642496],[2106356-5859024],[2214408-6072151],[2320378-6284604],bcf,18
GBR,[542675-6967110],[573083-7213716],[605334-7471950],[639572-7742425],[675836-8023531],[714172-8314986],[754375-8618351],[793889-8933827],[835806-9263186],[880126-9607492],[927258-9969015],[982009-10428427],[1040355-10912250],[1101905-11425299],[1162151-11977375],[1226370-12573275],[1294714-13219521],[1367341-13913913],[1445420-14649008],[1530294-15411023],[1620205-16191472],[1705786-17168651],[1794439-18180223],[1887075-19232304],[1985029-20339131],[1972300-21508167],[1970130-22747220],[1983118-24056271],[2020678-25433859],[2093914-26874905],[2210296-28379228],[2378440-29598261],[2595450-30858748],[2841832-32162703],[3088613-33514211],[3313747-34918214],[3505975-36378632],[3671028-37893287],[3824657-39467361],[3992357-41105190],[4192967-42810250],[4433909-44948267],[4629688-47185233],[4817640-49527139],[5011223-51981053],[5270194-54551721],[5539588-57245513],[5819639-60066180],[6111549-63018262],[6414746-66099619],[6730484-69317878],[7059073-72651944],[7400623-76101864],[7755836-79658045],[8124698-83310777],[8507834-87048809],bcf,19
NGA,[542675-6967110],[573083-7213716],[605334-7471950],[639572-7742425],[675836-8023531],[714172-8314986],[754375-8618351],[793889-8933827],[835806-9263186],[880126-9607492],[927258-9969015],[982009-10428427],[1040355-10912250],[1101905-11425299],[1162151-11977375],[1226370-12573275],[1294714-13219521],[1367341-13913913],[1445420-14649008],[1530294-15411023],[1620205-16191472],[1705786-17168651],[1794439-18180223],[1887075-19232304],[1985029-20339131],[1972300-21508167],[1970130-22747220],[1983118-24056271],[2020678-25433859],[2093914-26874905],[2210296-28379228],[2378440-29598261],[2595450-30858748],[2841832-32162703],[3088613-33514211],[3313747-34918214],[3505975-36378632],[3671028-37893287],[3824657-39467361],[3992357-41105190],[4192967-42810250],[4433909-44948267],[4629688-47185233],[4817640-49527139],[5011223-51981053],[5270194-54551721],[5539588-57245513],[5819639-60066180],[6111549-63018262],[6414746-66099619],[6730484-69317878],[7059073-72651944],[7400623-76101864],[7755836-79658045],[8124698-83310777],[8507834-87048809],bcf,19
ETH,[542675-6967110],[573083-7213716],[605334-7471950],[639572-7742425],[675836-8023531],[714172-8314986],[754375-8618351],[793889-8933827],[835806-9263186],[880126-9607492],[927258-9969015],[982009-10428427],[1040355-10912250],[1101905-11425299],[1162151-11977375],[1226370-12573275],[1294714-13219521],[1367341-13913913],[1445420-14649008],[1530294-15411023],[1620205-16191472],[1705786-17168651],[1794439-18180223],[1887075-19232304],[1985029-20339131],[1972300-21508167],[1970130-22747220],[1983118-24056271],[2020678-25433859],[2093914-26874905],[2210296-28379228],[2378440-29598261],[2595450-30858748],[2841832-32162703],[3088613-33514211],[3313747-34918214],[3505975-36378632],[3671028-37893287],[3824657-39467361],[3992357-41105190],[4192967-42810250],[4433909-44948267],[4629688-47185233],[4817640-49527139],[5011223-51981053],[5270194-54551721],[5539588-57245513],[5819639-60066180],[6111549-63018262],[6414746-66099619],[6730484-69317878],[7059073-72651944],[7400623-76101864],[7755836-79658045],[8124698-83310777],[8507834-87048809],bcf,19
GHA,[542675-6967110],[573083-7213716],[605334-7471950],[639572-7742425],[675836-8023531],[714172-8314986],[754375-8618351],[793889-8933827],[835806-9263186],[880126-9607492],[927258-9969015],[982009-10428427],[1040355-10912250],[1101905-11425299],[1162151-11977375],[1226370-12573275],[1294714-13219521],[1367341-13913913],[1445420-14649008],[1530294-15411023],[1620205-16191472],[1705786-17168651],[1794439-18180223],[1887075-19232304],[1985029-20339131],[1972300-21508167],[1970130-22747220],[1983118-24056271],[2020678-25433859],[2093914-26874905],[2210296-28379228],[2378440-29598261],[2595450-30858748],[2841832-32162703],[3088613-33514211],[3313747-34918214],[3505975-36378632],[3671028-37893287],[3824657-39467361],[3992357-41105190],[4192967-42810250],[4433909-44948267],[4629688-47185233],[4817640-49527139],[5011223-51981053],[5270194-54551721],[5539588-57245513],[5819639-60066180],[6111549-63018262],[6414746-66099619],[6730484-69317878],[7059073-72651944],[7400623-76101864],[7755836-79658045],[8124698-83310777],[8507834-87048809],bcf,19
AGO,[542675-6967110],[573083-7213716],[605334-7471950],[639572-7742425],[675836-8023531],[714172-8314986],[754375-8618351],[793889-8933827],[835806-9263186],[880126-9607492],[927258-9969015],[982009-10428427],[1040355-10912250],[1101905-11425299],[1162151-11977375],[1226370-12573275],[1294714-13219521],[1367341-13913913],[1445420-14649008],[1530294-15411023],[1620205-16191472],[1705786-17168651],[1794439-18180223],[1887075-19232304],[1985029-20339131],[1972300-21508167],[1970130-22747220],[1983118-24056271],[2020678-25433859],[2093914-26874905],[2210296-28379228],[2378440-29598261],[2595450-30858748],[2841832-32162703],[3088613-33514211],[3313747-34918214],[3505975-36378632],[3671028-37893287],[3824657-39467361],[3992357-41105190],[4192967-42810250],[4433909-44948267],[4629688-47185233],[4817640-49527139],[5011223-51981053],[5270194-54551721],[5539588-57245513],[5819639-60066180],[6111549-63018262],[6414746-66099619],[6730484-69317878],[7059073-72651944],[7400623-76101864],[7755836-79658045],[8124698-83310777],[8507834-87048809],bcf,19
MDG,[542675-6967110],[573083-7213716],[605334-7471950],[639572-7742425],[675836-8023531],[714172-8314986],[754375-8618351],[793889-8933827],[835806-9263186],[880126-9607492],[927258-9969015],[982009-10428427],[1040355-10912250],[1101905-11425299],[1162151-11977375],[1226370-12573275],[1294714-13219521],[1367341-13913913],[1445420-14649008],[1530294-15411023],[1620205-16191472],[1705786-17168651],[1794439-18180223],[1887075-19232304],[1985029-20339131],[1972300-21508167],[1970130-22747220],[1983118-24056271],[2020678-25433859],[2093914-26874905],[2210296-28379228],[2378440-29598261],[2595450-30858748],[2841832-32162703],[3088613-33514211],[3313747-34918214],[3505975-36378632],[3671028-37893287],[3824657-39467361],[3992357-41105190],[4192967-42810250],[4433909-44948267],[4629688-47185233],[4817640-49527139],[5011223-51981053],[5270194-54551721],[5539588-57245513],[5819639-60066180],[6111549-63018262],[6414746-66099619],[6730484-69317878],[7059073-72651944],[7400623-76101864],[7755836-79658045],[8124698-83310777],[8507834-87048809],bcf,19
AFG,[542675-6967110],[573083-7213716],[605334-7471950],[639572-7742425],[675836-8023531],[714172-8314986],[754375-8618351],[793889-8933827],[835806-9263186],[880126-9607492],[927258-9969015],[982009-10428427],[1040355-10912250],[1101905-11425299],[1162151-11977375],[1226370-12573275],[1294714-13219521],[1367341-13913913],[1445420-14649008],[1530294-15411023],[1620205-16191472],[1705786-17168651],[1794439-18180223],[1887075-19232304],[1985029-20339131],[1972300-21508167],[1970130-22747220],[1983118-24056271],[2020678-25433859],[2093914-26874905],[2210296-28379228],[2378440-29598261],[2595450-30858748],[2841832-32162703],[3088613-33514211],[3313747-34918214],[3505975-36378632],[3671028-37893287],[3824657-39467361],[3992357-41105190],[4192967-42810250],[4433909-44948267],[4629688-47185233],[4817640-49527139],[5011223-51981053],[5270194-54551721],[5539588-57245513],[5819639-60066180],[6111549-63018262],[6414746-66099619],[6730484-69317878],[7059073-72651944],[7400623-76101864],[7755836-79658045],[8124698-83310777],[8507834-87048809],bcf,19
JPN,[4170491-28968650],[4270964-29703735],[4379049-30550684],[4492013-31576957],[4606099-32586168],[4718436-33551445],[4827570-34459572],[4934081-35313433],[5039163-36015275],[5144851-36481398],[5252256-36973537],[5408547-37501984],[5577635-38056501],[5745493-38614520],[5908088-39145575],[6055755-39564232],[6195478-39813654],[6321574-40015297],[6449432-40188949],[6575885-40361659],[6686402-40554832],[6785832-40773314],[6846785-41014270],[6905833-41274869],[6927719-41548368],[6939171-41830023],[6955328-42121076],[6978575-42422152],[7010722-42726704],[7057653-43026108],[7112392-43332245],[7170001-43467992],[7225787-43785893],[7281393-44077098],[7346937-44342925],[7399093-44604028],[7418835-44863821],[7425561-45123546],[7432163-45390695],[7440437-45743986],[7454878-46214921],[7478923-46709571],[7508835-47206863],[7542470-47699500],[7577769-48209406],[7613645-48730237],[7666670-49228312],[7738188-49690037],[7813274-50124942],[7894625-50540084],[7976659-50945804],[8051674-51348967],[8126023-51753046],[8209668-52154241],[8306173-52723966],[8408901-53126028],adf,20
PHL,[4170491-28968650],[4270964-29703735],[4379049-30550684],[4492013-31576957],[4606099-32586168],[4718436-33551445],[4827570-34459572],[4934081-35313433],[5039163-36015275],[5144851-36481398],[5252256-36973537],[5408547-37501984],[5577635-38056501],[5745493-38614520],[5908088-39145575],[6055755-39564232],[6195478-39813654],[6321574-40015297],[6449432-40188949],[6575885-40361659],[6686402-40554832],[6785832-40773314],[6846785-41014270],[6905833-41274869],[6927719-41548368],[6939171-41830023],[6955328-42121076],[6978575-42422152],[7010722-42726704],[7057653-43026108],[7112392-43332245],[7170001-43467992],[7225787-43785893],[7281393-44077098],[7346937-44342925],[7399093-44604028],[7418835-44863821],[7425561-45123546],[7432163-45390695],[7440437-45743986],[7454878-46214921],[7478923-46709571],[7508835-47206863],[7542470-47699500],[7577769-48209406],[7613645-48730237],[7666670-49228312],[7738188-49690037],[7813274-50124942],[7894625-50540084],[7976659-50945804],[8051674-51348967],[8126023-51753046],[8209668-52154241],[8306173-52723966],[8408901-53126028],adf,20
FRA,[4170491-28968650],[4270964-29703735],[4379049-30550684],[4492013-31576957],[4606099-32586168],[4718436-33551445],[4827570-34459572],[4934081-35313433],[5039163-36015275],[5144851-36481398],[5252256-36973537],[5408547-37501984],[5577635-38056501],[5745493-38614520],[5908088-39145575],[6055755-39564232],[6195478-39813654],[6321574-40015297],[6449432-40188949],[6575885-40361659],[6686402-40554832],[6785832-40773314],[6846785-41014270],[6905833-41274869],[6927719-41548368],[6939171-41830023],[6955328-42121076],[6978575-42422152],[7010722-42726704],[7057653-43026108],[7112392-43332245],[7170001-43467992],[7225787-43785893],[7281393-44077098],[7346937-44342925],[7399093-44604028],[7418835-44863821],[7425561-45123546],[7432163-45390695],[7440437-45743986],[7454878-46214921],[7478923-46709571],[7508835-47206863],[7542470-47699500],[7577769-48209406],[7613645-48730237],[7666670-49228312],[7738188-49690037],[7813274-50124942],[7894625-50540084],[7976659-50945804],[8051674-51348967],[8126023-51753046],[8209668-52154241],[8306173-52723966],[8408901-53126028],adf,20
ESP,[4170491-28968650],[4270964-29703735],[4379049-30550684],[4492013-31576957],[4606099-32586168],[4718436-33551445],[4827570-34459572],[4934081-35313433],[5039163-36015275],[5144851-36481398],[5252256-36973537],[5408547-37501984],[5577635-38056501],[5745493-38614520],[5908088-39145575],[6055755-39564232],[6195478-39813654],[6321574-40015297],[6449432-40188949],[6575885-40361659],[6686402-40554832],[6785832-40773314],[6846785-41014270],[6905833-41274869],[6927719-41548368],[6939171-41830023],[6955328-42121076],[6978575-42422152],[7010722-42726704],[7057653-43026108],[7112392-43332245],[7170001-43467992],[7225787-43785893],[7281393-44077098],[7346937-44342925],[7399093-44604028],[7418835-44863821],[7425561-45123546],[7432163-45390695],[7440437-45743986],[7454878-46214921],[7478923-46709571],[7508835-47206863],[7542470-47699500],[7577769-48209406],[7613645-48730237],[7666670-49228312],[7738188-49690037],[7813274-50124942],[7894625-50540084],[7976659-50945804],[8051674-51348967],[8126023-51753046],[8209668-52154241],[8306173-52723966],[8408901-53126028],adf,20
SWE,[4170491-28968650],[4270964-29703735],[4379049-30550684],[4492013-31576957],[4606099-32586168],[4718436-33551445],[4827570-34459572],[4934081-35313433],[5039163-36015275],[5144851-36481398],[5252256-36973537],[5408547-37501984],[5577635-38056501],[5745493-38614520],[5908088-39145575],[6055755-39564232],[6195478-39813654],[6321574-40015297],[6449432-40188949],[6575885-40361659],[6686402-40554832],[6785832-40773314],[6846785-41014270],[6905833-41274869],[6927719-41548368],[6939171-41830023],[6955328-42121076],[6978575-42422152],[7010722-42726704],[7057653-43026108],[7112392-43332245],[7170001-43467992],[7225787-43785893],[7281393-44077098],[7346937-44342925],[7399093-44604028],[7418835-44863821],[7425561-45123546],[7432163-45390695],[7440437-45743986],[7454878-46214921],[7478923-46709571],[7508835-47206863],[7542470-47699500],[7577769-48209406],[7613645-48730237],[7666670-49228312],[7738188-49690037],[7813274-50124942],[7894625-50540084],[7976659-50945804],[8051674-51348967],[8126023-51753046],[8209668-52154241],[8306173-52723966],[8408901-53126028],adf,20
GRC,[4170491-28968650],[4270964-29703735],[4379049-30550684],[4492013-31576957],[4606099-32586168],[4718436-33551445],[4827570-34459572],[4934081-35313433],[5039163-36015275],[5144851-36481398],[5252256-36973537],[5408547-37501984],[5577635-38056501],[5745493-38614520],[5908088-39145575],[6055755-39564232],[6195478-39813654],[6321574-40015297],[6449432-40188949],[6575885-40361659],[6686402-40554832],[6785832-40773314],[6846785-41014270],[6905833-41274869],[6927719-41548368],[6939171-41830023],[6955328-42121076],[6978575-42422152],[7010722-42726704],[7057653-43026108],[7112392-43332245],[7170001-43467992],[7225787-43785893],[7281393-44077098],[7346937-44342925],[7399093-44604028],[7418835-44863821],[7425561-45123546],[7432163-45390695],[7440437-45743986],[7454878-46214921],[7478923-46709571],[7508835-47206863],[7542470-47699500],[7577769-48209406],[7613645-48730237],[7666670-49228312],[7738188-49690037],[7813274-50124942],[7894625-50540084],[7976659-50945804],[8051674-51348967],[8126023-51753046],[8209668-52154241],[8306173-52723966],[8408901-53126028],adf,20
CUB,[4170491-28968650],[4270964-29703735],[4379049-30550684],[4492013-31576957],[4606099-32586168],[4718436-33551445],[4827570-34459572],[4934081-35313433],[5039163-36015275],[5144851-36481398],[5252256-36973537],[5408547-37501984],[5577635-38056501],[5745493-38614520],[5908088-39145575],[6055755-39564232],[6195478-39813654],[6321574-40015297],[6449432-40188949],[6575885-40361659],[6686402-40554832],[6785832-40773314],[6846785-41014270],[6905833-41274869],[6927719-41548368],[6939171-41830023],[6955328-42121076],[6978575-42422152],[7010722-42726704],[7057653-43026108],[7112392-43332245],[7170001-43467992],[7225787-43785893],[7281393-44077098],[7346937-44342925],[7399093-44604028],[7418835-44863821],[7425561-45123546],[7432163-45390695],[7440437-45743986],[7454878-46214921],[7478923-46709571],[7508835-47206863],[7542470-47699500],[7577769-48209406],[7613645-48730237],[7666670-49228312],[7738188-49690037],[7813274-50124942],[7894625-50540084],[7976659-50945804],[8051674-51348967],[8126023-51753046],[8209668-52154241],[8306173-52723966],[8408901-53126028],adf,20
KGZ,[90291-684599],[95782-718323],[101703-755144],[107780-794261],[113586-834579],[118771-875161],[123093-915660],[126621-956339],[129779-997742],[133237-1040657],[137597-1076627],[143135-1103319],[149784-1130822],[157258-1158729],[165076-1186172],[172810-1212779],[180301-1238347],[187635-1263283],[194980-1288140],[202628-1314523],[210794-1343320],[219563-1373379],[228836-1404397],[238326-1436993],[247588-1471828],[256235-1509098],[264087-1549221],[271196-1591428],[277825-1633378],[284397-1663240],[291283-1677015],[298483-1684318],[305585-1686069],[312816-1683466],[319860-1677765],[326440-1670341],[332459-1661237],[337985-1650781],[343256-1640158],[348560-1630788],[354162-1638464],[361755-1664255],[369361-1693179],[376961-1724678],[380402-1761123],[382070-1798939],[383653-1838160],[385291-1878827],[387080-1921096],[389018-1964964],[390834-2010363],[392349-2057349],[393815-2107089],[395355-2159467],[396914-2214326],[398490-2271610],adf,21
ALB,[90291-684599],[95782-718323],[101703-755144],[107780-794261],[113586-834579],[118771-875161],[123093-915660],[126621-956339],[129779-997742],[133237-1040657],[137597-1076627],[143135-1103319],[149784-1130822],[157258-1158729],[165076-1186172],[172810-1212779],[180301-1238347],[187635-1263283],[194980-1288140],[202628-1314523],[210794-1343320],[219563-1373379],[228836-1404397],[238326-1436993],[247588-1471828],[256235-1509098],[264087-1549221],[271196-1591428],[277825-1633378],[284397-1663240],[291283-1677015],[298483-1684318],[305585-1686069],[312816-1683466],[319860-1677765],[326440-1670341],[332459-1661237],[337985-1650781],[343256-1640158],[348560-1630788],[354162-1638464],[361755-1664255],[369361-1693179],[376961-1724678],[380402-1761123],[382070-1798939],[383653-1838160],[385291-1878827],[387080-1921096],[389018-1964964],[390834-2010363],[392349-2057349],[393815-2107089],[395355-2159467],[396914-2214326],[398490-2271610],adf,21
MNE,[90291-684599],[95782-718323],[101703-755144],[107780-794261],[113586-834579],[118771-875161],[123093-915660],[126621-956339],[129779-997742],[133237-1040657],[137597-1076627],[143135-1103319],[149784-1130822],[157258-1158729],[165076-1186172],[172810-1212779],[180301-1238347],[187635-1263283],[194980-1288140],[202628-1314523],[210794-1343320],[219563-1373379],[228836-1404397],[238326-1436993],[247588-1471828],[256235-1509098],[264087-1549221],[271196-1591428],[277825-1633378],[284397-1663240],[291283-1677015],[298483-1684318],[305585-1686069],[312816-1683466],[319860-1677765],[326440-1670341],[332459-1661237],[337985-1650781],[343256-1640158],[348560-1630788],[354162-1638464],[361755-1664255],[369361-1693179],[376961-1724678],[380402-1761123],[382070-1798939],[383653-1838160],[385291-1878827],[387080-1921096],[389018-1964964],[390834-2010363],[392349-2057349],[393815-2107089],[395355-2159467],[396914-2214326],[398490-2271610],adf,21
MNG,[90291-684599],[95782-718323],[101703-755144],[107780-794261],[113586-834579],[118771-875161],[123093-915660],[126621-956339],[129779-997742],[133237-1040657],[137597-1076627],[143135-1103319],[149784-1130822],[157258-1158729],[165076-1186172],[172810-1212779],[180301-1238347],[187635-1263283],[194980-1288140],[202628-1314523],[210794-1343320],[219563-1373379],[228836-1404397],[238326-1436993],[247588-1471828],[256235-1509098],[264087-1549221],[271196-1591428],[277825-1633378],[284397-1663240],[291283-1677015],[298483-1684318],[305585-1686069],[312816-1683466],[319860-1677765],[326440-1670341],[332459-1661237],[337985-1650781],[343256-1640158],[348560-1630788],[354162-1638464],[361755-1664255],[369361-1693179],[376961-1724678],[380402-1761123],[382070-1798939],[383653-1838160],[385291-1878827],[387080-1921096],[389018-1964964],[390834-2010363],[392349-2057349],[393815-2107089],[395355-2159467],[396914-2214326],[398490-2271610],adf,21
TJK,[90291-684599],[95782-718323],[101703-755144],[107780-794261],[113586-834579],[118771-875161],[123093-915660],[126621-956339],[129779-997742],[133237-1040657],[137597-1076627],[143135-1103319],[149784-1130822],[157258-1158729],[165076-1186172],[172810-1212779],[180301-1238347],[187635-1263283],[194980-1288140],[202628-1314523],[210794-1343320],[219563-1373379],[228836-1404397],[238326-1436993],[247588-1471828],[256235-1509098],[264087-1549221],[271196-1591428],[277825-1633378],[284397-1663240],[291283-1677015],[298483-1684318],[305585-1686069],[312816-1683466],[319860-1677765],[326440-1670341],[332459-1661237],[337985-1650781],[343256-1640158],[348560-1630788],[354162-1638464],[361755-1664255],[369361-1693179],[376961-1724678],[380402-1761123],[382070-1798939],[383653-1838160],[385291-1878827],[387080-1921096],[389018-1964964],[390834-2010363],[392349-2057349],[393815-2107089],[395355-2159467],[396914-2214326],[398490-2271610],adf,21
JAM,[90291-684599],[95782-718323],[101703-755144],[107780-794261],[113586-834579],[118771-875161],[123093-915660],[126621-956339],[129779-997742],[133237-1040657],[137597-1076627],[143135-1103319],[149784-1130822],[157258-1158729],[165076-1186172],[172810-1212779],[180301-1238347],[187635-1263283],[194980-1288140],[202628-1314523],[210794-1343320],[219563-1373379],[228836-1404397],[238326-1436993],[247588-1471828],[256235-1509098],[264087-1549221],[271196-1591428],[277825-1633378],[284397-1663240],[291283-1677015],[298483-1684318],[305585-1686069],[312816-1683466],[319860-1677765],[326440-1670341],[332459-1661237],[337985-1650781],[343256-1640158],[348560-1630788],[354162-1638464],[361755-1664255],[369361-1693179],[376961-1724678],[380402-1761123],[382070-1798939],[383653-1838160],[385291-1878827],[387080-1921096],[389018-1964964],[390834-2010363],[392349-2057349],[393815-2107089],[395355-2159467],[396914-2214326],[398490-2271610],adf,21
CYP,[90291-684599],[95782-718323],[101703-755144],[107780-794261],[113586-834579],[118771-875161],[123093-915660],[126621-956339],[129779-997742],[133237-1040657],[137597-1076627],[143135-1103319],[149784-1130822],[157258-1158729],[165076-1186172],[172810-1212779],[180301-1238347],[187635-1263283],[194980-1288140],[202628-1314523],[210794-1343320],[219563-1373379],[228836-1404397],[238326-1436993],[247588-1471828],[256235-1509098],[264087-1549221],[271196-1591428],[277825-1633378],[284397-1663240],[291283-1677015],[298483-1684318],[305585-1686069],[312816-1683466],[319860-1677765],[326440-1670341],[332459-1661237],[337985-1650781],[343256-1640158],[348560-1630788],[354162-1638464],[361755-1664255],[369361-1693179],[376961-1724678],[380402-1761123],[382070-1798939],[383653-1838160],[385291-1878827],[387080-1921096],[389018-1964964],[390834-2010363],[392349-2057349],[393815-2107089],[395355-2159467],[396914-2214326],[398490-2271610],adf,21
TUV,[5158-137041],[5453-141035],[5720-145001],[5973-148999],[6243-152909],[6556-156307],[6920-159915],[7330-163606],[7956-176368],[8602-205112],[9250-238509],[9917-277291],[10609-291099],[11287-305233],[11835-319975],[12270-335196],[12560-350867],[12750-366976],[13028-383714],[13655-401188],[14795-419524],[16470-437541],[18517-455988],[19048-475117],[19557-494767],[20049-514826],[20524-535300],[20980-556231],[21211-577760],[21461-600131],[21737-623436],[22044-631448],[22379-639201],[22838-647236],[23289-655500],[23718-664050],[24119-672852],[24495-681961],[24859-691220],[25231-700430],[25621-709590],[26035-726702],[26432-744198],[26802-761886],[27159-779750],[27493-797932],[27803-816375],[28095-835034],[28367-853832],[28626-872671],[28875-891478],[29114-910152],[29340-928845],[29553-948471],[29752-969145],[29935-990893],adf,22
PNG,[5158-137041],[5453-141035],[5720-145001],[5973-148999],[6243-152909],[6556-156307],[6920-159915],[7330-163606],[7956-176368],[8602-205112],[9250-238509],[9917-277291],[10609-291099],[11287-305233],[11835-319975],[12270-335196],[12560-350867],[12750-366976],[13028-383714],[13655-401188],[14795-419524],[16470-437541],[18517-455988],[19048-475117],[19557-494767],[20049-514826],[20524-535300],[20980-556231],[21211-577760],[21461-600131],[21737-623436],[22044-631448],[22379-639201],[22838-647236],[23289-655500],[23718-664050],[24119-672852],[24495-681961],[24859-691220],[25231-700430],[25621-709590],[26035-726702],[26432-744198],[26802-761886],[27159-779750],[27493-797932],[27803-816375],[28095-835034],[28367-853832],[28626-872671],[28875-891478],[29114-910152],[29340-928845],[29553-948471],[29752-969145],[29935-990893],adf,22
MNP,[5158-137041],[5453-141035],[5720-145001],[5973-148999],[6243-152909],[6556-156307],[6920-159915],[7330-163606],[7956-176368],[8602-205112],[9250-238509],[9917-277291],[10609-291099],[11287-305233],[11835-319975],[12270-335196],[12560-350867],[12750-366976],[13028-383714],[13655-401188],[14795-419524],[16470-437541],[18517-455988],[19048-475117],[19557-494767],[20049-514826],[20524-535300],[20980-556231],[21211-577760],[21461-600131],[21737-623436],[22044-631448],[22379-639201],[22838-647236],[23289-655500],[23718-664050],[24119-672852],[24495-681961],[24859-691220],[25231-700430],[25621-709590],[26035-726702],[26432-744198],[26802-761886],[27159-779750],[27493-797932],[27803-816375],[28095-835034],[28367-853832],[28626-872671],[28875-891478],[29114-910152],[29340-928845],[29553-948471],[29752-969145],[29935-990893],adf,22
SWZ,[5158-137041],[5453-141035],[5720-145001],[5973-148999],[6243-152909],[6556-156307],[6920-159915],[7330-163606],[7956-176368],[8602-205112],[9250-238509],[9917-277291],[10609-291099],[11287-305233],[11835-319975],[12270-335196],[12560-350867],[12750-366976],[13028-383714],[13655-401188],[14795-419524],[16470-437541],[18517-455988],[19048-475117],[19557-494767],[20049-514826],[20524-535300],[20980-556231],[21211-577760],[21461-600131],[21737-623436],[22044-631448],[22379-639201],[22838-647236],[23289-655500],[23718-664050],[24119-672852],[24495-681961],[24859-691220],[25231-700430],[25621-709590],[26035-726702],[26432-744198],[26802-761886],[27159-779750],[27493-797932],[27803-816375],[28095-835034],[28367-853832],[28626-872671],[28875-891478],[29114-910152],[29340-928845],[29553-948471],[29752-969145],[29935-990893],adf,22
VCT,[5158-137041],[5453-141035],[5720-145001],[5973-148999],[6243-152909],[6556-156307],[6920-159915],[7330-163606],[7956-176368],[8602-205112],[9250-238509],[9917-277291],[10609-291099],[11287-305233],[11835-319975],[12270-335196],[12560-350867],[12750-366976],[13028-383714],[13655-401188],[14795-419524],[16470-437541],[18517-455988],[19048-475117],[19557-494767],[20049-514826],[20524-535300],[20980-556231],[21211-577760],[21461-600131],[21737-623436],[22044-631448],[22379-639201],[22838-647236],[23289-655500],[23718-664050],[24119-672852],[24495-681961],[24859-691220],[25231-700430],[25621-709590],[26035-726702],[26432-744198],[26802-761886],[27159-779750],[27493-797932],[27803-816375],[28095-835034],[28367-853832],[28626-872671],[28875-891478],[29114-910152],[29340-928845],[29553-948471],[29752-969145],[29935-990893],adf,22
SUR,[5158-137041],[5453-141035],[5720-145001],[5973-148999],[6243-152909],[6556-156307],[6920-159915],[7330-163606],[7956-176368],[8602-205112],[9250-238509],[9917-277291],[10609-291099],[11287-305233],[11835-319975],[12270-335196],[12560-350867],[12750-366976],[13028-383714],[13655-401188],[14795-419524],[16470-437541],[18517-455988],[19048-475117],[19557-494767],[20049-514826],[20524-535300],[20980-556231],[21211-577760],[21461-600131],[21737-623436],[22044-631448],[22379-639201],[22838-647236],[23289-655500],[23718-664050],[24119-672852],[24495-681961],[24859-691220],[25231-700430],[25621-709590],[26035-726702],[26432-744198],[26802-761886],[27159-779750],[27493-797932],[27803-816375],[28095-835034],[28367-853832],[28626-872671],[28875-891478],[29114-910152],[29340-928845],[29553-948471],[29752-969145],[29935-990893],adf,22
MHL,[5158-137041],[5453-141035],[5720-145001],[5973-148999],[6243-152909],[6556-156307],[6920-159915],[7330-163606],[7956-176368],[8602-205112],[9250-238509],[9917-277291],[10609-291099],[11287-305233],[11835-319975],[12270-335196],[12560-350867],[12750-366976],[13028-383714],[13655-401188],[14795-419524],[16470-437541],[18517-455988],[19048-475117],[19557-494767],[20049-514826],[20524-535300],[20980-556231],[21211-577760],[21461-600131],[21737-623436],[22044-631448],[22379-639201],[22838-647236],[23289-655500],[23718-664050],[24119-672852],[24495-681961],[24859-691220],[25231-700430],[25621-709590],[26035-726702],[26432-744198],[26802-761886],[27159-779750],[27493-797932],[27803-816375],[28095-835034],[28367-853832],[28626-872671],[28875-891478],[29114-910152],[29340-928845],[29553-948471],[29752-969145],[29935-990893],adf,22
