Product_Code	W0	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18	W19	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W50	W51	Pattern	Group
P649	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	ccd	111
P684	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	ccd	111
P290	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[1-1]	[0-0]	[0-0]	[0-1]	ccd	112
P468	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[1-1]	[0-0]	[0-0]	[0-1]	ccd	112
P278	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[1-1]	[0-0]	[0-0]	[0-1]	ccd	112
P251	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[1-1]	[0-0]	[0-0]	[0-1]	ccd	112
P439	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[1-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-2]	[0-2]	[0-2]	[1-2]	[1-1]	[0-0]	ccd	113
P671	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[1-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-2]	[0-2]	[0-2]	[1-2]	[1-1]	[0-0]	ccd	113
P741	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[1-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-2]	[0-2]	[0-2]	[1-2]	[1-1]	[0-0]	ccd	113
P440	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[1-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-2]	[0-2]	[0-2]	[1-2]	[1-1]	[0-0]	ccd	113
P746	[0-1]	[0-0]	[0-0]	[0-5]	[0-0]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-0]	[0-1]	[0-3]	[0-0]	[0-1]	[0-3]	[0-1]	[0-3]	[0-2]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-3]	[0-3]	[0-5]	ccd	114
P462	[0-1]	[0-0]	[0-0]	[0-5]	[0-0]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-0]	[0-1]	[0-3]	[0-0]	[0-1]	[0-3]	[0-1]	[0-3]	[0-2]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-3]	[0-3]	[0-5]	ccd	114
P658	[0-1]	[0-0]	[0-0]	[0-5]	[0-0]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-0]	[0-1]	[0-3]	[0-0]	[0-1]	[0-3]	[0-1]	[0-3]	[0-2]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-3]	[0-3]	[0-5]	ccd	114
P456	[0-1]	[0-0]	[0-0]	[0-5]	[0-0]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-0]	[0-1]	[0-3]	[0-0]	[0-1]	[0-3]	[0-1]	[0-3]	[0-2]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-3]	[0-3]	[0-5]	ccd	114
P700	[0-1]	[0-0]	[0-0]	[0-5]	[0-0]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-0]	[0-1]	[0-3]	[0-0]	[0-1]	[0-3]	[0-1]	[0-3]	[0-2]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-3]	[0-3]	[0-5]	ccd	114
P384	[0-1]	[0-0]	[0-0]	[0-5]	[0-0]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-0]	[0-0]	[0-1]	[0-3]	[0-0]	[0-1]	[0-3]	[0-1]	[0-3]	[0-2]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-3]	[0-3]	[0-5]	ccd	114
P454	[0-1]	[0-2]	[0-1]	[0-2]	[0-3]	[0-2]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-0]	[0-2]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-3]	[0-4]	[0-1]	[0-0]	[0-2]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-2]	[0-3]	[0-4]	ccd	115
P802	[0-1]	[0-2]	[0-1]	[0-2]	[0-3]	[0-2]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-0]	[0-2]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-3]	[0-4]	[0-1]	[0-0]	[0-2]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-2]	[0-3]	[0-4]	ccd	115
P289	[0-1]	[0-2]	[0-1]	[0-2]	[0-3]	[0-2]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-0]	[0-2]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-3]	[0-4]	[0-1]	[0-0]	[0-2]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-2]	[0-3]	[0-4]	ccd	115
P448	[0-1]	[0-2]	[0-1]	[0-2]	[0-3]	[0-2]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-0]	[0-2]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-3]	[0-4]	[0-1]	[0-0]	[0-2]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-2]	[0-3]	[0-4]	ccd	115
P476	[0-1]	[0-2]	[0-1]	[0-2]	[0-3]	[0-2]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-0]	[0-2]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-3]	[0-4]	[0-1]	[0-0]	[0-2]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-2]	[0-3]	[0-4]	ccd	115
P274	[0-1]	[0-2]	[0-1]	[0-2]	[0-3]	[0-2]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-0]	[0-2]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-3]	[0-4]	[0-1]	[0-0]	[0-2]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-2]	[0-3]	[0-4]	ccd	115
P265	[0-1]	[0-1]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-3]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-2]	[1-2]	[0-3]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[1-3]	[0-1]	[0-3]	[2-3]	[0-1]	[0-2]	[0-3]	[0-1]	[0-3]	[0-0]	[0-1]	[0-2]	[0-1]	[1-1]	[1-2]	[0-2]	[0-4]	[0-3]	ccd	116
P438	[0-1]	[0-1]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-3]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-2]	[1-2]	[0-3]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[1-3]	[0-1]	[0-3]	[2-3]	[0-1]	[0-2]	[0-3]	[0-1]	[0-3]	[0-0]	[0-1]	[0-2]	[0-1]	[1-1]	[1-2]	[0-2]	[0-4]	[0-3]	ccd	116
P477	[0-1]	[0-1]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-3]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-2]	[1-2]	[0-3]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[1-3]	[0-1]	[0-3]	[2-3]	[0-1]	[0-2]	[0-3]	[0-1]	[0-3]	[0-0]	[0-1]	[0-2]	[0-1]	[1-1]	[1-2]	[0-2]	[0-4]	[0-3]	ccd	116
P726	[0-1]	[0-1]	[0-1]	[0-2]	[0-2]	[0-2]	[0-0]	[0-3]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-2]	[1-2]	[0-3]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-2]	[0-1]	[0-2]	[0-2]	[1-3]	[0-1]	[0-3]	[2-3]	[0-1]	[0-2]	[0-3]	[0-1]	[0-3]	[0-0]	[0-1]	[0-2]	[0-1]	[1-1]	[1-2]	[0-2]	[0-4]	[0-3]	ccd	116
P467	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-4]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-2]	[0-1]	[0-2]	ccd	117
P380	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-4]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-2]	[0-1]	[0-2]	ccd	117
P275	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-4]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-2]	[0-1]	[0-2]	ccd	117
P214	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-4]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-2]	[0-1]	[0-2]	ccd	117
P460	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-4]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-2]	[0-1]	[0-2]	ccd	117
P682	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-4]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-2]	[0-1]	[0-2]	ccd	117
P603	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-4]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-3]	[0-1]	[0-1]	[0-2]	[0-1]	[0-2]	ccd	117
P762	[1-2]	[1-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-0]	[0-2]	[1-2]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[1-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[1-2]	[0-3]	[0-1]	[0-1]	[0-1]	[1-3]	[0-5]	[0-1]	[0-5]	ccd	118
P422	[1-2]	[1-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-0]	[0-2]	[1-2]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[1-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[1-2]	[0-3]	[0-1]	[0-1]	[0-1]	[1-3]	[0-5]	[0-1]	[0-5]	ccd	118
P363	[1-2]	[1-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-0]	[0-2]	[1-2]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[1-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[1-2]	[0-3]	[0-1]	[0-1]	[0-1]	[1-3]	[0-5]	[0-1]	[0-5]	ccd	118
P608	[1-2]	[1-1]	[0-0]	[0-1]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-0]	[0-2]	[1-2]	[0-0]	[0-0]	[0-1]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-1]	[0-0]	[0-0]	[1-2]	[0-1]	[0-2]	[0-2]	[0-2]	[0-1]	[1-2]	[0-3]	[0-1]	[0-1]	[0-1]	[1-3]	[0-5]	[0-1]	[0-5]	ccd	118
P111	[0-2]	[1-3]	[1-2]	[0-0]	[3-7]	[1-1]	[1-2]	[1-8]	[1-6]	[1-3]	[0-3]	[1-3]	[1-4]	[0-3]	[2-5]	[0-7]	[0-5]	[0-3]	[1-3]	[1-2]	[1-2]	[0-3]	[0-4]	[2-9]	[2-5]	[3-8]	[3-3]	[0-2]	[0-3]	[2-3]	[3-4]	[0-2]	[0-4]	[4-4]	[0-4]	[1-4]	[0-6]	[1-3]	[1-6]	[3-6]	[2-6]	[2-6]	[2-5]	[2-7]	[1-5]	[2-9]	[0-3]	[1-4]	[1-3]	[3-4]	[1-7]	[4-8]	ccd	119
P747	[0-2]	[1-3]	[1-2]	[0-0]	[3-7]	[1-1]	[1-2]	[1-8]	[1-6]	[1-3]	[0-3]	[1-3]	[1-4]	[0-3]	[2-5]	[0-7]	[0-5]	[0-3]	[1-3]	[1-2]	[1-2]	[0-3]	[0-4]	[2-9]	[2-5]	[3-8]	[3-3]	[0-2]	[0-3]	[2-3]	[3-4]	[0-2]	[0-4]	[4-4]	[0-4]	[1-4]	[0-6]	[1-3]	[1-6]	[3-6]	[2-6]	[2-6]	[2-5]	[2-7]	[1-5]	[2-9]	[0-3]	[1-4]	[1-3]	[3-4]	[1-7]	[4-8]	ccd	119
P108	[0-2]	[1-3]	[1-2]	[0-0]	[3-7]	[1-1]	[1-2]	[1-8]	[1-6]	[1-3]	[0-3]	[1-3]	[1-4]	[0-3]	[2-5]	[0-7]	[0-5]	[0-3]	[1-3]	[1-2]	[1-2]	[0-3]	[0-4]	[2-9]	[2-5]	[3-8]	[3-3]	[0-2]	[0-3]	[2-3]	[3-4]	[0-2]	[0-4]	[4-4]	[0-4]	[1-4]	[0-6]	[1-3]	[1-6]	[3-6]	[2-6]	[2-6]	[2-5]	[2-7]	[1-5]	[2-9]	[0-3]	[1-4]	[1-3]	[3-4]	[1-7]	[4-8]	ccd	119
P345	[0-2]	[1-3]	[1-2]	[0-0]	[3-7]	[1-1]	[1-2]	[1-8]	[1-6]	[1-3]	[0-3]	[1-3]	[1-4]	[0-3]	[2-5]	[0-7]	[0-5]	[0-3]	[1-3]	[1-2]	[1-2]	[0-3]	[0-4]	[2-9]	[2-5]	[3-8]	[3-3]	[0-2]	[0-3]	[2-3]	[3-4]	[0-2]	[0-4]	[4-4]	[0-4]	[1-4]	[0-6]	[1-3]	[1-6]	[3-6]	[2-6]	[2-6]	[2-5]	[2-7]	[1-5]	[2-9]	[0-3]	[1-4]	[1-3]	[3-4]	[1-7]	[4-8]	ccd	119
P218	[0-1]	[0-1]	[0-3]	[0-1]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-3]	[0-1]	[0-2]	[0-3]	[0-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-2]	[0-3]	[0-2]	[0-4]	[0-2]	[1-2]	[0-2]	[0-2]	[0-3]	[0-4]	[0-3]	ccd	120
P817	[0-1]	[0-1]	[0-3]	[0-1]	[0-2]	[0-1]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-3]	[0-1]	[0-2]	[0-3]	[0-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-1]	[0-2]	[0-0]	[0-1]	[0-1]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-1]	[0-2]	[0-1]	[0-1]	[0-0]	[0-1]	[0-1]	[0-3]	[0-2]	[0-3]	[0-2]	[0-4]	[0-2]	[1-2]	[0-2]	[0-2]	[0-3]	[0-4]	[0-3]	ccd	120
